country,year,sex,suicides_no,suicides/100k,generation
Chile,1986,female,37,2.83,Silent
Chile,1986,female,26,2.55,Boomers
Chile,1986,female,15,2.28,G.I. Generation
Chile,1986,female,3,2.03,G.I. Generation
Chile,1986,male,7,0.57,Generation X
Chile,1986,female,4,0.34,Generation X
Chile,1987,male,120,21.28,G.I. Generation
Chile,1987,male,19,20.28,G.I. Generation
Chile,1987,male,147,13.99,Boomers
Chile,1987,male,160,12.61,Silent
Chile,1987,male,116,8.97,Generation X
Chile,1987,female,23,3.41,G.I. Generation
Chile,1987,female,38,3,Generation X
Chile,1987,female,29,2.78,Boomers
Chile,1987,female,34,2.54,Silent
Chile,1987,male,6,0.48,Generation X
Chile,1987,female,1,0.08,Generation X
Chile,1987,female,0,0,G.I. Generation
Chile,1988,male,29,27.36,G.I. Generation
Chile,1988,male,101,17.84,G.I. Generation
Chile,1988,male,160,14.61,Boomers
Chile,1988,male,173,13.6,Silent
Chile,1988,male,112,8.9,Generation X
Chile,1988,female,38,3.08,Generation X
Chile,1988,female,19,2.73,G.I. Generation
Chile,1988,female,32,2.41,Silent
Chile,1988,female,3,1.74,G.I. Generation
Chile,1988,female,19,1.74,Boomers
Chile,1988,female,6,0.49,Generation X
Chile,1988,male,5,0.4,Generation X
Chile,1989,male,34,32.08,G.I. Generation
Chile,1989,male,109,18.83,G.I. Generation
Chile,1989,male,162,14.43,Boomers
Chile,1989,male,170,12.94,Silent
Chile,1989,male,140,11.16,Generation X
Chile,1989,female,33,2.41,Silent
Chile,1989,female,26,2.12,Generation X
Chile,1989,female,23,2.06,Boomers
Chile,1989,female,3,1.71,G.I. Generation
Chile,1989,female,12,1.68,G.I. Generation
Chile,1989,male,11,0.86,Generation X
Chile,1989,female,2,0.16,Generation X
Chile,1990,male,145,23.85,G.I. Generation
Chile,1990,male,22,19.64,G.I. Generation
Chile,1990,male,176,13.13,Silent
Chile,1990,male,148,12.68,Boomers
Chile,1990,male,134,10.67,Generation X
Chile,1990,female,19,2.6,G.I. Generation
Chile,1990,female,34,2.4,Silent
Chile,1990,female,27,2.32,Boomers
Chile,1990,female,23,1.87,Generation X
Chile,1990,female,3,1.75,G.I. Generation
Chile,1990,male,9,0.71,Generation X
Chile,1990,female,3,0.24,Generation X
Chile,1991,male,31,27.56,G.I. Generation
Chile,1991,male,111,17.98,Silent
Chile,1991,male,222,15.81,Boomers
Chile,1991,male,143,12.14,Boomers
Chile,1991,male,142,11.42,Generation X
Chile,1991,female,42,2.89,Boomers
Chile,1991,female,34,2.79,Generation X
Chile,1991,female,5,2.68,G.I. Generation
Chile,1991,female,29,2.48,Boomers
Chile,1991,female,16,2.13,Silent
Chile,1991,female,7,0.56,Millenials
Chile,1991,male,5,0.39,Millenials
Chile,1992,male,25,21.19,G.I. Generation
Chile,1992,male,105,16.41,Silent
Chile,1992,male,162,13.38,Boomers
Chile,1992,male,170,11.85,Boomers
Chile,1992,male,94,7.55,Generation X
Chile,1992,female,29,2.38,Generation X
Chile,1992,female,25,2.07,Boomers
Chile,1992,female,27,1.79,Boomers
Chile,1992,female,12,1.56,Silent
Chile,1992,male,6,0.46,Millenials
Chile,1992,female,3,0.24,Millenials
Chile,1992,female,0,0,G.I. Generation
Chile,1993,male,50,41.7,G.I. Generation
Chile,1993,male,110,16.95,Silent
Chile,1993,male,187,12.39,Boomers
Chile,1993,male,150,12.37,Boomers
Chile,1993,male,118,9.54,Generation X
Chile,1993,female,45,2.89,Boomers
Chile,1993,female,18,2.3,Silent
Chile,1993,female,26,2.15,Generation X
Chile,1993,female,24,1.99,Boomers
Chile,1993,male,9,0.67,Millenials
Chile,1993,female,3,0.23,Millenials
Chile,1993,female,0,0,G.I. Generation
Chile,1994,male,33,26.68,G.I. Generation
Chile,1994,male,127,19.06,Silent
Chile,1994,male,184,15.03,Boomers
Chile,1994,male,223,14.25,Boomers
Chile,1994,male,135,10.93,Generation X
Chile,1994,female,26,2.14,Boomers
Chile,1994,female,16,2,Silent
Chile,1994,female,30,1.86,Boomers
Chile,1994,female,18,1.49,Generation X
Chile,1994,female,3,1.45,G.I. Generation
Chile,1994,female,4,0.3,Millenials
Chile,1994,male,2,0.15,Millenials
Chile,1995,male,42,31.46,G.I. Generation
Chile,1995,male,144,20.92,Silent
Chile,1995,male,271,16.34,Boomers
Chile,1995,male,191,15.54,Generation X
Chile,1995,male,149,11.92,Generation X
Chile,1995,female,27,3.23,Silent
Chile,1995,female,32,2.62,Generation X
Chile,1995,female,5,2.16,G.I. Generation
Chile,1995,female,35,2.06,Boomers
Chile,1995,female,20,1.64,Generation X
Chile,1995,male,10,0.72,Millenials
Chile,1995,female,4,0.3,Millenials
Chile,1996,male,159,22.39,Silent
Chile,1996,male,27,19.3,G.I. Generation
Chile,1996,male,266,15.54,Boomers
Chile,1996,male,174,14.01,Generation X
Chile,1996,male,163,13.02,Generation X
Chile,1996,female,35,2.87,Generation X
Chile,1996,female,19,2.22,Silent
Chile,1996,female,37,2.12,Boomers
Chile,1996,female,22,1.79,Generation X
Chile,1996,female,4,1.66,G.I. Generation
Chile,1996,male,7,0.5,Millenials
Chile,1996,female,4,0.29,Millenials
Chile,1997,male,41,28.14,G.I. Generation
Chile,1997,male,137,18.66,Silent
Chile,1997,male,185,14.8,Generation X
Chile,1997,male,260,14.74,Boomers
Chile,1997,male,147,11.71,Generation X
Chile,1997,female,47,3.84,Generation X
Chile,1997,female,40,2.22,Boomers
Chile,1997,female,17,1.93,Silent
Chile,1997,female,22,1.78,Generation X
Chile,1997,female,4,1.6,G.I. Generation
Chile,1997,male,6,0.42,Millenials
Chile,1997,female,4,0.29,Millenials
Chile,1998,male,42,27.77,G.I. Generation
Chile,1998,male,174,22.88,Silent
Chile,1998,male,320,17.63,Boomers
Chile,1998,male,208,16.57,Generation X
Chile,1998,male,151,11.97,Generation X
Chile,1998,female,9,3.48,G.I. Generation
Chile,1998,female,37,3.01,Generation X
Chile,1998,female,30,2.41,Generation X
Chile,1998,female,40,2.16,Boomers
Chile,1998,female,12,1.32,Silent
Chile,1998,female,4,0.29,Millenials
Chile,1998,male,4,0.28,Millenials
Chile,1999,male,51,32.55,G.I. Generation
Chile,1999,male,167,21.19,Silent
Chile,1999,male,222,17.66,Generation X
Chile,1999,male,323,17.3,Boomers
Chile,1999,male,137,10.78,Generation X
Chile,1999,female,26,2.78,Silent
Chile,1999,female,34,2.75,Generation X
Chile,1999,female,33,2.65,Generation X
Chile,1999,female,39,2.05,Boomers
Chile,1999,female,5,1.87,G.I. Generation
Chile,1999,male,3,0.21,Millenials
Chile,1999,female,1,0.07,Millenials
Chile,2000,male,66,40.66,G.I. Generation
Chile,2000,male,214,26.21,Silent
Chile,2000,male,305,24.27,Generation X
Chile,2000,male,457,23.8,Boomers
Chile,2000,male,216,16.81,Generation X
Chile,2000,female,40,4.16,Silent
Chile,2000,female,48,3.84,Generation X
Chile,2000,female,70,3.59,Boomers
Chile,2000,female,38,3.05,Generation X
Chile,2000,female,5,1.8,G.I. Generation
Chile,2000,male,8,0.56,Millenials
Chile,2000,female,6,0.43,Millenials
Chile,2001,male,51,29.88,Silent
Chile,2001,male,239,28.42,Silent
Chile,2001,male,540,27.37,Boomers
Chile,2001,male,297,23.67,Generation X
Chile,2001,male,253,19.42,Millenials
Chile,2001,female,60,4.74,Millenials
Chile,2001,female,53,4.27,Generation X
Chile,2001,female,85,4.25,Boomers
Chile,2001,female,6,2.07,Silent
Chile,2001,female,19,1.93,Silent
Chile,2001,male,12,0.84,Millenials
Chile,2001,female,10,0.72,Millenials
Chile,2002,male,62,34.66,Silent
Chile,2002,male,222,25.63,Silent
Chile,2002,male,519,25.6,Boomers
Chile,2002,male,296,23.67,Generation X
Chile,2002,male,241,18.2,Millenials
Chile,2002,female,101,4.91,Boomers
Chile,2002,female,13,4.31,Silent
Chile,2002,female,46,3.72,Generation X
Chile,2002,female,47,3.66,Millenials
Chile,2002,female,34,3.36,Silent
Chile,2002,male,17,1.2,Millenials
Chile,2002,female,5,0.36,Millenials
Chile,2003,male,68,36.41,Silent
Chile,2003,male,252,28.2,Silent
Chile,2003,male,522,25.09,Boomers
Chile,2003,male,306,24.56,Generation X
Chile,2003,male,234,17.37,Millenials
Chile,2003,female,92,4.36,Boomers
Chile,2003,female,53,4.31,Generation X
Chile,2003,female,53,4.05,Millenials
Chile,2003,female,12,3.82,Silent
Chile,2003,female,38,3.66,Silent
Chile,2003,male,20,1.42,Millenials
Chile,2003,female,4,0.29,Millenials
Chile,2004,male,70,36.01,Silent
Chile,2004,male,240,25.96,Silent
Chile,2004,male,315,25.36,Generation X
Chile,2004,male,537,25.2,Boomers
Chile,2004,male,295,21.54,Millenials
Chile,2004,female,66,5.39,Generation X
Chile,2004,female,59,4.44,Millenials
Chile,2004,female,94,4.36,Boomers
Chile,2004,female,11,3.37,Silent
Chile,2004,female,28,2.62,Silent
Chile,2004,male,15,1.07,Millenials
Chile,2004,female,5,0.37,Millenials
Chile,2005,male,69,34.23,Silent
Chile,2005,male,252,26.26,Silent
Chile,2005,male,512,23.53,Boomers
Chile,2005,male,279,22.47,Generation X
Chile,2005,male,265,19.08,Millenials
Chile,2005,female,108,4.91,Boomers
Chile,2005,female,62,4.61,Millenials
Chile,2005,female,49,4.01,Generation X
Chile,2005,female,40,3.63,Silent
Chile,2005,male,26,1.88,Millenials
Chile,2005,female,6,1.77,Silent
Chile,2005,female,14,1.05,Millenials
Chile,2006,male,82,38.91,Silent
Chile,2006,male,597,26.96,Boomers
Chile,2006,male,256,25.77,Silent
Chile,2006,male,287,23.05,Generation X
Chile,2006,male,256,18.19,Millenials
Chile,2006,female,127,5.67,Boomers
Chile,2006,female,74,5.43,Millenials
Chile,2006,female,49,4,Generation X
Chile,2006,female,33,2.9,Silent
Chile,2006,female,8,2.27,Silent
Chile,2006,male,20,1.46,Millenials
Chile,2006,female,6,0.45,Millenials
Chile,2007,male,63,28.72,Silent
Chile,2007,male,270,26.19,Silent
Chile,2007,male,310,24.78,Generation X
Chile,2007,male,532,23.67,Boomers
Chile,2007,male,302,21.23,Millenials
Chile,2007,female,90,6.54,Millenials
Chile,2007,female,74,6.03,Generation X
Chile,2007,female,128,5.63,Boomers
Chile,2007,female,42,3.58,Silent
Chile,2007,female,9,2.46,Silent
Chile,2007,male,19,1.4,Generation Z
Chile,2007,female,9,0.69,Generation Z
Chile,2008,male,74,32.54,Silent
Chile,2008,male,346,27.45,Generation X
Chile,2008,male,294,27.42,Silent
Chile,2008,male,616,27.05,Boomers
Chile,2008,male,330,23.02,Millenials
Chile,2008,female,110,7.94,Millenials
Chile,2008,female,79,6.4,Generation X
Chile,2008,female,135,5.87,Boomers
Chile,2008,female,64,5.26,Silent
Chile,2008,female,10,2.64,Silent
Chile,2008,female,16,1.24,Generation Z
Chile,2008,male,14,1.05,Generation Z
Chile,2009,male,88,37.48,Silent
Chile,2009,male,362,28.43,Generation X
Chile,2009,male,316,28.31,Silent
Chile,2009,male,613,26.6,Boomers
Chile,2009,male,330,22.91,Millenials
Chile,2009,female,102,7.34,Millenials
Chile,2009,female,85,6.83,Generation X
Chile,2009,female,155,6.67,Boomers
Chile,2009,female,59,4.68,Silent
Chile,2009,female,12,3.06,Silent
Chile,2009,male,15,1.13,Generation Z
Chile,2009,female,11,0.86,Generation Z
Chile,2010,male,98,40.59,Silent
Chile,2010,male,607,26.05,Generation X
Chile,2010,male,307,23.8,Generation X
Chile,2010,male,273,23.48,Silent
Chile,2010,male,315,21.83,Millenials
Chile,2010,female,90,6.47,Millenials
Chile,2010,female,150,6.39,Generation X
Chile,2010,female,78,6.2,Generation X
Chile,2010,female,45,3.44,Silent
Chile,2010,female,10,2.47,Silent
Chile,2010,male,18,1.37,Generation Z
Chile,2010,female,10,0.79,Generation Z
Chile,2011,male,89,35.57,Silent
Chile,2011,male,339,28.13,Boomers
Chile,2011,male,330,25.2,Millenials
Chile,2011,male,575,24.46,Generation X
Chile,2011,male,312,21.65,Millenials
Chile,2011,female,158,6.67,Generation X
Chile,2011,female,67,5.26,Millenials
Chile,2011,female,69,4.97,Millenials
Chile,2011,female,50,3.7,Boomers
Chile,2011,female,14,3.35,Silent
Chile,2011,female,12,0.96,Generation Z
Chile,2011,male,12,0.92,Generation Z
Chile,2012,male,101,39.13,Silent
Chile,2012,male,319,23.92,Millenials
Chile,2012,male,555,23.41,Generation X
Chile,2012,male,285,22.8,Boomers
Chile,2012,male,242,16.86,Millenials
Chile,2012,female,138,5.79,Generation X
Chile,2012,female,62,4.78,Millenials
Chile,2012,female,62,4.49,Millenials
Chile,2012,female,52,3.72,Boomers
Chile,2012,female,10,2.33,Silent
Chile,2012,male,8,0.62,Generation Z
Chile,2012,female,7,0.56,Generation Z
Chile,2013,male,82,30.87,Silent
Chile,2013,male,288,22.21,Boomers
Chile,2013,male,298,21.92,Millenials
Chile,2013,male,516,21.59,Generation X
Chile,2013,male,224,15.71,Millenials
Chile,2013,female,130,5.41,Generation X
Chile,2013,female,60,4.38,Millenials
Chile,2013,female,52,3.94,Millenials
Chile,2013,female,54,3.74,Boomers
Chile,2013,female,14,3.17,Silent
Chile,2013,male,12,0.93,Generation Z
Chile,2013,female,8,0.65,Generation Z
Chile,2014,male,92,33.62,Silent
Chile,2014,male,308,22.9,Boomers
Chile,2014,male,536,22.25,Generation X
Chile,2014,male,289,20.87,Millenials
Chile,2014,male,238,16.83,Millenials
Chile,2014,female,127,5.25,Generation X
Chile,2014,female,60,4.47,Millenials
Chile,2014,female,58,4.27,Millenials
Chile,2014,female,52,3.48,Boomers
Chile,2014,female,8,1.76,Silent
Chile,2014,male,12,0.94,Generation Z
Chile,2014,female,9,0.73,Generation Z
Chile,2015,male,117,41.44,Silent
Chile,2015,male,301,21.59,Boomers
Chile,2015,male,513,21.14,Generation X
Chile,2015,male,296,21.04,Millenials
Chile,2015,male,224,15.99,Millenials
Chile,2015,female,136,5.59,Generation X
Chile,2015,female,78,5.05,Boomers
Chile,2015,female,66,4.85,Millenials
Chile,2015,female,64,4.76,Millenials
Chile,2015,female,21,4.46,Silent
Chile,2015,female,13,1.06,Generation Z
Chile,2015,male,9,0.71,Generation Z
Colombia,1985,male,21,17.02,G.I. Generation
Colombia,1985,male,113,11.13,G.I. Generation
Colombia,1985,male,193,8.31,Boomers
Colombia,1985,male,256,8.02,Generation X
Colombia,1985,male,188,7.67,Silent
Colombia,1985,female,117,3.73,Generation X
Colombia,1985,female,45,1.98,Boomers
Colombia,1985,female,3,1.72,G.I. Generation
Colombia,1985,female,31,1.29,Silent
Colombia,1985,female,12,1.04,G.I. Generation
Colombia,1985,male,12,0.35,Generation X
Colombia,1985,female,10,0.3,Generation X
Colombia,1986,male,13,10.32,G.I. Generation
Colombia,1986,male,260,7.98,Generation X
Colombia,1986,male,189,7.96,Boomers
Colombia,1986,male,81,7.81,G.I. Generation
Colombia,1986,male,187,7.47,Silent
Colombia,1986,female,121,3.77,Generation X
Colombia,1986,female,48,2.06,Boomers
Colombia,1986,female,13,1.11,G.I. Generation
Colombia,1986,female,26,1.06,Silent
Colombia,1986,female,10,0.29,Generation X
Colombia,1986,male,10,0.28,Generation X
Colombia,1986,female,0,0,G.I. Generation
Colombia,1987,male,301,8.52,Generation X
Colombia,1987,male,86,8.23,G.I. Generation
Colombia,1987,male,14,7.62,G.I. Generation
Colombia,1987,male,192,7.34,Boomers
Colombia,1987,male,147,5.73,Silent
Colombia,1987,female,118,3.4,Generation X
Colombia,1987,female,29,1.09,Boomers
Colombia,1987,female,27,0.98,Silent
Colombia,1987,female,10,0.83,G.I. Generation
Colombia,1987,female,2,0.78,G.I. Generation
Colombia,1987,male,16,0.41,Generation X
Colombia,1987,female,9,0.24,Generation X
Colombia,1988,male,27,14.14,G.I. Generation
Colombia,1988,male,214,7.94,Boomers
Colombia,1988,male,83,7.76,G.I. Generation
Colombia,1988,male,243,6.86,Generation X
Colombia,1988,male,160,5.96,Silent
Colombia,1988,female,85,2.44,Generation X
Colombia,1988,female,6,2.24,G.I. Generation
Colombia,1988,female,41,1.5,Boomers
Colombia,1988,female,26,0.9,Silent
Colombia,1988,male,14,0.35,Generation X
Colombia,1988,female,4,0.32,G.I. Generation
Colombia,1988,female,9,0.23,Generation X
Colombia,1989,male,17,8.63,G.I. Generation
Colombia,1989,male,87,7.94,G.I. Generation
Colombia,1989,male,194,6.98,Boomers
Colombia,1989,male,152,5.42,Silent
Colombia,1989,male,191,5.38,Generation X
Colombia,1989,female,78,2.24,Generation X
Colombia,1989,female,45,1.6,Boomers
Colombia,1989,female,4,1.44,G.I. Generation
Colombia,1989,female,34,1.13,Silent
Colombia,1989,female,13,0.33,Generation X
Colombia,1989,female,4,0.31,G.I. Generation
Colombia,1989,male,12,0.29,Generation X
Colombia,1990,male,21,10.39,G.I. Generation
Colombia,1990,male,85,7.56,G.I. Generation
Colombia,1990,male,220,6.17,Generation X
Colombia,1990,male,174,6.09,Boomers
Colombia,1990,male,153,5.23,Silent
Colombia,1990,female,95,2.71,Generation X
Colombia,1990,female,41,1.41,Boomers
Colombia,1990,female,40,1.28,Silent
Colombia,1990,female,14,1.07,G.I. Generation
Colombia,1990,female,3,1.05,G.I. Generation
Colombia,1990,male,12,0.29,Generation X
Colombia,1990,female,7,0.18,Generation X
Colombia,1991,male,280,7.84,Generation X
Colombia,1991,male,89,7.73,Silent
Colombia,1991,male,216,7.34,Boomers
Colombia,1991,male,14,6.64,G.I. Generation
Colombia,1991,male,175,5.73,Boomers
Colombia,1991,female,100,2.85,Generation X
Colombia,1991,female,54,1.8,Boomers
Colombia,1991,female,36,1.1,Boomers
Colombia,1991,female,3,1,G.I. Generation
Colombia,1991,female,10,0.75,Silent
Colombia,1991,male,24,0.57,Millenials
Colombia,1991,female,9,0.22,Millenials
Colombia,1992,male,108,9.35,Silent
Colombia,1992,male,20,9.27,G.I. Generation
Colombia,1992,male,251,8.59,Boomers
Colombia,1992,male,274,8.12,Generation X
Colombia,1992,male,180,5.88,Boomers
Colombia,1992,female,111,3.33,Generation X
Colombia,1992,female,53,1.77,Boomers
Colombia,1992,female,48,1.47,Boomers
Colombia,1992,female,6,0.46,Silent
Colombia,1992,female,17,0.45,Millenials
Colombia,1992,male,17,0.43,Millenials
Colombia,1992,female,1,0.36,G.I. Generation
Colombia,1993,male,22,9.87,G.I. Generation
Colombia,1993,male,108,9.12,Silent
Colombia,1993,male,279,8.26,Generation X
Colombia,1993,male,226,7.49,Boomers
Colombia,1993,male,215,6.75,Boomers
Colombia,1993,female,101,3.03,Generation X
Colombia,1993,female,53,1.72,Boomers
Colombia,1993,female,16,1.19,Silent
Colombia,1993,female,36,1.06,Boomers
Colombia,1993,male,21,0.53,Millenials
Colombia,1993,female,8,0.21,Millenials
Colombia,1993,female,0,0,G.I. Generation
Colombia,1994,male,31,13.45,G.I. Generation
Colombia,1994,male,313,9.23,Generation X
Colombia,1994,male,110,9.06,Silent
Colombia,1994,male,247,7.98,Boomers
Colombia,1994,male,216,6.51,Boomers
Colombia,1994,female,130,3.89,Generation X
Colombia,1994,female,59,1.86,Boomers
Colombia,1994,female,19,1.37,Silent
Colombia,1994,female,44,1.24,Boomers
Colombia,1994,female,2,0.68,G.I. Generation
Colombia,1994,female,14,0.36,Millenials
Colombia,1994,male,13,0.32,Millenials
Colombia,1995,male,27,11.39,G.I. Generation
Colombia,1995,male,110,8.59,Silent
Colombia,1995,male,253,7.85,Generation X
Colombia,1995,male,271,7.41,Generation X
Colombia,1995,male,213,5.92,Boomers
Colombia,1995,female,116,3.22,Generation X
Colombia,1995,female,55,1.67,Generation X
Colombia,1995,female,63,1.63,Boomers
Colombia,1995,female,16,1.07,Silent
Colombia,1995,male,15,0.35,Millenials
Colombia,1995,female,1,0.3,G.I. Generation
Colombia,1995,female,10,0.24,Millenials
Colombia,1996,male,33,13.26,G.I. Generation
Colombia,1996,male,124,9.44,Silent
Colombia,1996,male,289,7.79,Generation X
Colombia,1996,male,259,6.91,Boomers
Colombia,1996,male,225,6.91,Generation X
Colombia,1996,female,121,3.31,Generation X
Colombia,1996,female,58,1.74,Generation X
Colombia,1996,female,44,1.09,Boomers
Colombia,1996,female,15,0.98,Silent
Colombia,1996,female,3,0.85,G.I. Generation
Colombia,1996,male,21,0.48,Millenials
Colombia,1996,female,17,0.41,Millenials
Colombia,1997,male,34,13.05,G.I. Generation
Colombia,1997,male,117,8.67,Silent
Colombia,1997,male,315,8.34,Generation X
Colombia,1997,male,242,7.38,Generation X
Colombia,1997,male,234,5.99,Boomers
Colombia,1997,female,117,3.15,Generation X
Colombia,1997,female,70,2.08,Generation X
Colombia,1997,female,57,1.36,Boomers
Colombia,1997,female,17,1.08,Silent
Colombia,1997,female,3,0.82,G.I. Generation
Colombia,1997,male,19,0.44,Millenials
Colombia,1997,female,17,0.41,Millenials
Colombia,1998,male,51,18.79,G.I. Generation
Colombia,1998,male,507,13.16,Generation X
Colombia,1998,male,182,13.09,Silent
Colombia,1998,male,402,12.21,Generation X
Colombia,1998,male,374,9.19,Boomers
Colombia,1998,female,247,6.52,Generation X
Colombia,1998,female,97,2.87,Generation X
Colombia,1998,female,88,2.02,Boomers
Colombia,1998,female,47,1.12,Millenials
Colombia,1998,female,18,1.11,Silent
Colombia,1998,male,36,0.82,Millenials
Colombia,1998,female,3,0.78,G.I. Generation
Colombia,1999,male,53,18.83,G.I. Generation
Colombia,1999,male,217,15.1,Silent
Colombia,1999,male,506,12.87,Generation X
Colombia,1999,male,414,12.54,Generation X
Colombia,1999,male,425,10.04,Boomers
Colombia,1999,female,240,6.22,Generation X
Colombia,1999,female,97,2.86,Generation X
Colombia,1999,female,90,1.98,Boomers
Colombia,1999,female,46,1.09,Millenials
Colombia,1999,female,17,1.01,Silent
Colombia,1999,male,35,0.8,Millenials
Colombia,1999,female,3,0.76,G.I. Generation
Colombia,2000,male,60,20.66,G.I. Generation
Colombia,2000,male,629,15.73,Generation X
Colombia,2000,male,198,13.28,Silent
Colombia,2000,male,438,13.23,Generation X
Colombia,2000,male,453,10.31,Boomers
